trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.001, 'e': 0.7403570378549519}",25,0,-125.62720324187102,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
184,False,"{'a': 0.001, 'e': 0.7397967026647171}",20,0,0.34392352055830266,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.001, 'e': 0.7392364147347674}",20,0,-122.42653215878677,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
186,False,"{'a': 0.001, 'e': 0.7386761754300221}",20,0,-94.40866531169186,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.7381159861104064}",20,7,-27.00858615180917,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.001, 'e': 0.7375558481308654}",25,0,-98.11485948192883,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
189,False,"{'a': 0.001, 'e': 0.7369957628413757}",25,15,0.4294850272359372,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.001, 'e': 0.7364357315869599}",25,18,-11.234434134363301,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.001, 'e': 0.7358757557076979}",25,5,-53.14406896529898,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
192,False,"{'a': 0.001, 'e': 0.7353158365387412}",25,6,-14.794147544364925,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
193,False,"{'a': 0.001, 'e': 0.7347559754103249}",25,4,-59.248998026095755,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
194,False,"{'a': 0.001, 'e': 0.7341961736477809}",20,0,-67.44165299412802,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
195,False,"{'a': 0.001, 'e': 0.7336364325715505}",20,10,-37.30983475478886,"{0: 5, 1: 3, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.001, 'e': 0.7330767534971976}",25,0,-107.65816759014514,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
197,False,"{'a': 0.001, 'e': 0.7325171377354209}",25,0,-118.34902251156352,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
198,False,"{'a': 0.001, 'e': 0.7319575865920672}",20,0,-77.04752810790923,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
199,False,"{'a': 0.001, 'e': 0.731398101368144}",30,0,-123.22077105897687,"{0: 19, 1: 3, 2: 3, 3: 5, 4: 0}",0
200,False,"{'a': 0.001, 'e': 0.7308386833598315}",30,0,-103.58815701868137,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
201,False,"{'a': 0.001, 'e': 0.7302793338584966}",30,0,-73.91477031238733,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
202,False,"{'a': 0.001, 'e': 0.7297200541507047}",30,0,-93.95663348182423,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
203,False,"{'a': 0.001, 'e': 0.7291608455182321}",20,0,-48.68923610054473,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
204,False,"{'a': 0.001, 'e': 0.7286017092380794}",30,0,-41.258839633180926,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
205,False,"{'a': 0.001, 'e': 0.7280426465824834}",20,11,2.801858761614321,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.001, 'e': 0.7274836588189301}",20,15,11.132767414982764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.001, 'e': 0.726924747210167}",30,22,3.112162588620186,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.001, 'e': 0.7263659130142158}",30,3,-70.46981793097525,"{0: 18, 1: 6, 2: 2, 3: 0, 4: 1}",1
209,False,"{'a': 0.001, 'e': 0.7258071574843848}",30,19,-13.594043824428214,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.001, 'e': 0.7252484818692814}",20,13,-20.695975042792366,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.001, 'e': 0.7246898874128243}",30,0,-113.05492551326519,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",1
212,False,"{'a': 0.001, 'e': 0.7241313753542563}",20,0,-38.033028367234344,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
213,False,"{'a': 0.001, 'e': 0.7235729469281565}",25,0,-95.02491402215118,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
214,False,"{'a': 0.001, 'e': 0.723014603364453}",20,4,-5.349521252408496,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.001, 'e': 0.7224563458884347}",20,0,-54.822374498747706,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
216,False,"{'a': 0.001, 'e': 0.7218981757207635}",25,0,-132.63623763029182,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
217,False,"{'a': 0.001, 'e': 0.721340094077488}",20,0,-87.80765982302016,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
218,False,"{'a': 0.001, 'e': 0.7207821021700541}",25,0,-52.30166256848622,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",1
219,False,"{'a': 0.001, 'e': 0.7202242012053179}",20,11,-45.360142651139796,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
220,False,"{'a': 0.001, 'e': 0.7196663923855585}",30,0,-91.6154996788956,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
221,False,"{'a': 0.001, 'e': 0.7191086769084892}",30,4,-26.98101579471196,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 0}",1
222,False,"{'a': 0.001, 'e': 0.7185510559672705}",20,11,-38.982250906846524,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
223,False,"{'a': 0.001, 'e': 0.7179935307505219}",20,6,1.094585347255871,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.001, 'e': 0.7174361024423338}",35,0,-281.69897927414223,"{0: 15, 1: 8, 2: 6, 3: 2, 4: 4}",0
225,False,"{'a': 0.001, 'e': 0.7168787722222805}",30,0,-75.93558346255149,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
226,False,"{'a': 0.001, 'e': 0.7163215412654313}",20,0,-79.33217327096109,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
227,False,"{'a': 0.001, 'e': 0.7157644107423631}",25,6,-13.894744369500625,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.001, 'e': 0.7152073818191723}",20,0,-106.2923931308306,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
229,False,"{'a': 0.001, 'e': 0.7146504556574869}",20,14,-25.0692934935898,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
230,False,"{'a': 0.001, 'e': 0.7140936334144784}",25,13,-75.05078022414821,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
231,False,"{'a': 0.001, 'e': 0.7135369162428742}",25,0,-134.58449883021183,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
232,False,"{'a': 0.001, 'e': 0.7129803052909685}",20,0,-260.8331440592841,"{0: 8, 1: 3, 2: 2, 3: 2, 4: 5}",0
233,False,"{'a': 0.001, 'e': 0.7124238017026356}",20,0,-91.70266712458373,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
234,False,"{'a': 0.001, 'e': 0.7118674066173408}",20,14,-8.82209157332159,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.001, 'e': 0.7113111211701528}",30,17,8.898359800264355,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.001, 'e': 0.7107549464917552}",20,0,-115.03518203382401,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
237,False,"{'a': 0.001, 'e': 0.7101988837084584}",20,12,-62.28535819366475,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
238,False,"{'a': 0.001, 'e': 0.7096429339422121}",25,0,-29.82082737430035,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
239,False,"{'a': 0.001, 'e': 0.7090870983106161}",20,8,-36.94704317142818,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
240,False,"{'a': 0.001, 'e': 0.7085313779269325}",20,0,-44.07785047325754,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
241,False,"{'a': 0.001, 'e': 0.7079757739000976}",20,9,-21.356690217946607,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
242,False,"{'a': 0.001, 'e': 0.7074202873347332}",25,1,-40.2552933360151,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 0}",1
243,False,"{'a': 0.001, 'e': 0.7068649193311589}",35,0,-143.4728457480851,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
244,False,"{'a': 0.001, 'e': 0.7063096709854031}",25,15,-5.224614787942233,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.001, 'e': 0.7057545433892154}",20,0,-64.03675408027215,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
246,False,"{'a': 0.001, 'e': 0.7051995376300775}",25,19,-1.0651915035479114,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.001, 'e': 0.7046446547912151}",20,0,-80.3996574519499,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.7040898959516096}",20,0,-71.9834375790505,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
249,False,"{'a': 0.001, 'e': 0.7035352621860097}",30,18,-12.020552105591625,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
250,False,"{'a': 0.001, 'e': 0.7029807545649426}",25,0,-91.54633902036383,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
251,False,"{'a': 0.001, 'e': 0.7024263741547256}",20,0,-4.559844092897494,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.001, 'e': 0.7018721220174782}",20,0,-68.49839842104927,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
253,False,"{'a': 0.001, 'e': 0.7013179992111324}",20,0,-115.84167077547608,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
254,False,"{'a': 0.001, 'e': 0.7007640067894452}",20,0,-19.981203096591788,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
255,False,"{'a': 0.001, 'e': 0.7002101458020095}",20,1,-8.99411148477739,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
256,False,"{'a': 0.001, 'e': 0.6996564172942658}",25,0,-54.97761371001852,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
257,False,"{'a': 0.001, 'e': 0.699102822307513}",25,0,-100.65968728732034,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.6985493618789205}",25,0,-108.08362229754715,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.697996037041539}",20,0,-65.57966834593792,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.001, 'e': 0.6974428488243122}",25,2,-68.99915416568145,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
261,False,"{'a': 0.001, 'e': 0.6968897982520874}",20,10,8.830231962419163,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.001, 'e': 0.6963368863456275}",20,0,-63.665521047950214,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
263,False,"{'a': 0.001, 'e': 0.6957841141216221}",20,0,-95.38681333593078,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
264,False,"{'a': 0.001, 'e': 0.695231482592698}",20,11,3.328702239666531,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.001, 'e': 0.6946789927674314}",20,0,-59.211402454921284,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.6941266456503586}",25,0,-94.66555812470423,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
267,False,"{'a': 0.001, 'e': 0.693574442241987}",20,6,-54.00028770224244,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
268,False,"{'a': 0.001, 'e': 0.6930223835388062}",25,0,-73.54124118885119,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
269,False,"{'a': 0.001, 'e': 0.6924704705332995}",25,8,-89.38304038758517,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
270,False,"{'a': 0.001, 'e': 0.6919187042139547}",20,10,7.059904003572416,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.001, 'e': 0.691367085565275}",20,11,-11.669751536017333,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.001, 'e': 0.6908156155677906}",30,1,-47.056008047205175,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 0}",1
273,False,"{'a': 0.001, 'e': 0.6902642951980688}",20,0,14.977500753255839,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.001, 'e': 0.6897131254287256}",25,10,-46.55911261985305,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
275,False,"{'a': 0.001, 'e': 0.689162107228437}",20,0,-80.74765084124456,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
276,False,"{'a': 0.001, 'e': 0.6886112415619488}",35,0,-74.18606466871907,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
277,False,"{'a': 0.001, 'e': 0.6880605293900887}",20,14,-12.927944695770542,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.001, 'e': 0.6875099716697767}",20,6,-21.133406580032535,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.001, 'e': 0.6869595693540353}",30,10,1.9029712878084202,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.001, 'e': 0.6864093233920019}",25,15,-50.87384192573798,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 0}",1
281,False,"{'a': 0.001, 'e': 0.6858592347289381}",20,0,-53.0235271621563,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
282,False,"{'a': 0.001, 'e': 0.6853093043062412}",20,0,-44.447393106323425,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
283,False,"{'a': 0.001, 'e': 0.6847595330614549}",25,12,-49.87712204821414,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
284,False,"{'a': 0.001, 'e': 0.68420992192828}",25,0,-50.136801242782646,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
285,False,"{'a': 0.001, 'e': 0.6836604718365856}",25,14,1.5226656556290532,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.001, 'e': 0.6831111837124186}",25,15,-59.49431949984213,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.001, 'e': 0.682562058478016}",25,20,10.809693700564662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.001, 'e': 0.6820130970518139}",20,14,11.77372108524139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.001, 'e': 0.6814643003484594}",25,7,-75.39972025574905,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
290,False,"{'a': 0.001, 'e': 0.6809156692788209}",25,11,-9.713931758627115,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.001, 'e': 0.6803672047499981}",25,0,-56.925453017869,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.6798189076653335}",20,0,-44.997531579359105,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
293,False,"{'a': 0.001, 'e': 0.6792707789244221}",35,16,-116.09389145965051,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 2}",1
294,False,"{'a': 0.001, 'e': 0.6787228194231227}",20,0,-74.36108248682658,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
295,False,"{'a': 0.001, 'e': 0.6781750300535676}",20,0,-31.65306038489501,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
296,False,"{'a': 0.001, 'e': 0.6776274117041738}",30,12,-85.0571516453833,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
297,False,"{'a': 0.001, 'e': 0.6770799652596531}",20,11,13.008591077540988,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.001, 'e': 0.6765326916010224}",35,0,-75.57508457073516,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
299,False,"{'a': 0.001, 'e': 0.6759855916056144}",30,0,-148.4700667129326,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
300,False,"{'a': 0.001, 'e': 0.675438666147088}",25,0,-219.07919895383316,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
301,False,"{'a': 0.001, 'e': 0.6748919160954385}",30,14,-12.12309675576609,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.001, 'e': 0.6743453423170078}",20,5,-53.72695462420471,"{0: 9, 1: 5, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.001, 'e': 0.6737989456744953}",20,0,-27.762226345276368,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
304,False,"{'a': 0.001, 'e': 0.6732527270269674}",20,0,-96.72647244848483,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
305,False,"{'a': 0.001, 'e': 0.6727066872298685}",20,0,-52.28435001665886,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
306,False,"{'a': 0.001, 'e': 0.672160827135031}",25,0,-32.768109742783516,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
307,False,"{'a': 0.001, 'e': 0.6716151475906852}",25,10,-51.83999814823376,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
308,False,"{'a': 0.001, 'e': 0.6710696494414701}",20,0,-92.95967478712623,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
309,False,"{'a': 0.001, 'e': 0.6705243335284432}",20,11,-25.332991053065207,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
310,False,"{'a': 0.001, 'e': 0.6699792006890906}",25,0,-170.14344368137472,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 4}",0
311,False,"{'a': 0.001, 'e': 0.6694342517573375}",20,8,-1.0234046567875477,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.001, 'e': 0.6688894875635583}",35,2,-44.35079888711605,"{0: 24, 1: 5, 2: 3, 3: 1, 4: 0}",1
313,False,"{'a': 0.001, 'e': 0.6683449089345861}",25,0,-62.48785032022323,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
314,False,"{'a': 0.001, 'e': 0.6678005166937234}",20,0,-93.00943909089173,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
315,False,"{'a': 0.001, 'e': 0.667256311660752}",30,19,-12.370208278781083,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.001, 'e': 0.6667122946519431}",30,0,-64.12733784589842,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.001, 'e': 0.6661684664800671}",25,0,-182.04205283497146,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
318,False,"{'a': 0.001, 'e': 0.6656248279544037}",25,0,-111.83513864469585,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
319,False,"{'a': 0.001, 'e': 0.6650813798807518}",30,14,-24.33707219292284,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
320,False,"{'a': 0.001, 'e': 0.6645381230614397}",30,1,-115.97756097155033,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 2}",1
321,False,"{'a': 0.001, 'e': 0.6639950582953347}",25,14,11.0739278945557,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.001, 'e': 0.6634521863778531}",30,11,-21.227482719547798,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
323,False,"{'a': 0.001, 'e': 0.6629095081009703}",30,4,-41.12204174318761,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 0}",1
324,False,"{'a': 0.001, 'e': 0.6623670242532304}",20,0,-269.6430716921012,"{0: 7, 1: 2, 2: 5, 3: 1, 4: 5}",0
325,False,"{'a': 0.001, 'e': 0.6618247356197561}",25,0,-76.53606594632676,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
326,False,"{'a': 0.001, 'e': 0.6612826429822586}",20,7,-12.927065894804196,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
327,False,"{'a': 0.001, 'e': 0.6607407471190471}",25,3,-14.342042726521388,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
328,False,"{'a': 0.001, 'e': 0.6601990488050391}",25,7,-77.82349260069675,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
329,False,"{'a': 0.001, 'e': 0.6596575488117697}",25,12,6.195892298438011,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.001, 'e': 0.6591162479074015}",20,0,-32.88623213650408,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.001, 'e': 0.6585751468567342}",20,0,-80.48836592148656,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
332,False,"{'a': 0.001, 'e': 0.6580342464212146}",30,17,-80.72744123883892,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
333,False,"{'a': 0.001, 'e': 0.6574935473589456}",30,13,4.231994206519744,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.001, 'e': 0.6569530504246968}",30,0,-107.01345102235489,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
335,False,"{'a': 0.001, 'e': 0.6564127563699131}",20,0,-60.29740598282596,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
336,False,"{'a': 0.001, 'e': 0.6558726659427251}",20,15,-3.3762817057027057,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.001, 'e': 0.6553327798879581}",25,0,-140.65818649667267,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
338,False,"{'a': 0.001, 'e': 0.6547930989471422}",25,16,16.31613360517221,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.001, 'e': 0.6542536238585216}",20,6,20.900974025260965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.001, 'e': 0.6537143553570636}",20,3,-60.13624812210593,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
341,False,"{'a': 0.001, 'e': 0.6531752941744686}",20,0,-24.990091640131826,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
342,False,"{'a': 0.001, 'e': 0.6526364410391803}",35,0,-55.694236398295466,"{0: 24, 1: 4, 2: 7, 3: 0, 4: 0}",0
343,False,"{'a': 0.001, 'e': 0.6520977966763933}",30,0,-20.910269436305533,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.001, 'e': 0.6515593618080643}",25,0,-64.80062586332207,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
345,False,"{'a': 0.001, 'e': 0.6510211371529204}",20,0,-36.71622914029648,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
346,False,"{'a': 0.001, 'e': 0.6504831234264693}",25,0,-88.75236225833008,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
347,False,"{'a': 0.001, 'e': 0.6499453213410077}",30,0,-70.54031168246519,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
348,False,"{'a': 0.001, 'e': 0.6494077316056315}",25,0,-65.46964355724546,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
349,False,"{'a': 0.001, 'e': 0.6488703549262449}",20,0,-42.561594372779076,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
350,False,"{'a': 0.001, 'e': 0.6483331920055692}",25,0,-152.65516137287455,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
351,False,"{'a': 0.001, 'e': 0.6477962435431529}",20,0,-20.227059639242366,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
352,False,"{'a': 0.001, 'e': 0.6472595102353801}",20,0,-42.73957081677974,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
353,False,"{'a': 0.001, 'e': 0.6467229927754805}",30,0,-76.04388085774029,"{0: 19, 1: 6, 2: 3, 3: 2, 4: 0}",0
354,False,"{'a': 0.001, 'e': 0.6461866918535382}",20,1,-81.01003366646424,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
355,False,"{'a': 0.001, 'e': 0.6456506081565007}",25,0,-127.76600258775218,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
356,False,"{'a': 0.001, 'e': 0.6451147423681887}",20,0,-25.272520457655077,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
357,False,"{'a': 0.001, 'e': 0.6445790951693046}",25,0,-6.1494360483386385,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
358,False,"{'a': 0.001, 'e': 0.644043667237442}",25,0,-41.67413121999134,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.001, 'e': 0.6435084592470948}",20,7,-4.618555552645892,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.642973471869666}",20,0,-39.139961423777606,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
361,False,"{'a': 0.001, 'e': 0.6424387057734774}",30,14,-57.30777499385552,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
362,False,"{'a': 0.001, 'e': 0.6419041616237776}",20,0,-49.194377830384525,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
363,False,"{'a': 0.001, 'e': 0.6413698400827522}",20,0,-67.4698550354501,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
364,False,"{'a': 0.001, 'e': 0.6408357418095317}",25,2,-83.73448542236468,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
365,False,"{'a': 0.001, 'e': 0.6403018674602015}",20,0,-33.85459151877007,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
366,False,"{'a': 0.001, 'e': 0.6397682176878102}",20,9,-15.461100179229772,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
